"Date","Fire District Number","Fire Station Latitude","Fire Station Longitude","Count of EMS Incidents"
07/10/2018,43,34.023085,-118.405545,6
07/10/2018,44,34.096851,-118.230978,5
07/10/2018,46,34.004251,-118.286789,39
07/10/2018,47,34.085462,-118.186955,8
07/10/2018,48,33.729689,-118.290499,7
07/10/2018,50,34.115339,-118.244565,5
07/10/2018,51,33.940485,-118.39719,22
07/10/2018,52,34.08375,-118.308475,7
07/10/2018,55,34.124161,-118.219367,8
07/10/2018,56,34.107571,-118.263623,5
07/10/2018,57,33.968768,-118.291206,34
07/10/2018,58,34.0507,-118.383968,14
07/10/2018,59,34.036674,-118.444383,8
07/10/2018,60,34.167502,-118.378611,14
07/10/2018,61,34.069412,-118.347084,18
07/10/2018,62,34.00588,-118.428172,12
07/10/2018,63,33.991125,-118.458376,11
07/10/2018,64,33.938031,-118.274328,40
07/10/2018,65,33.946056,-118.24026,14
07/10/2018,66,33.989419,-118.311565,31
07/10/2018,67,33.974214,-118.428497,6
07/10/2018,68,34.041026,-118.349247,19
07/10/2018,69,34.044571,-118.5219,3
07/10/2018,70,34.24943,-118.536421,8
07/10/2018,71,34.080521,-118.435531,3
07/10/2018,72,34.193951,-118.588767,20
07/10/2018,73,34.20514,-118.536378,12
07/10/2018,74,34.258651,-118.301788,1
07/10/2018,75,34.272461,-118.466578,16
07/10/2018,76,34.126695,-118.345813,1
07/10/2018,77,34.236294,-118.366945,12
07/10/2018,78,34.144448,-118.405751,5
07/10/2018,79,33.868443,-118.290297,11
07/10/2018,81,34.213341,-118.44427,14
07/10/2018,82,34.102046,-118.315456,16
07/10/2018,83,34.161048,-118.500588,9
07/10/2018,84,34.172778,-118.591467,12
07/10/2018,85,33.795022,-118.300029,14
07/10/2018,86,34.150324,-118.370214,6
07/10/2018,87,34.254726,-118.50172,14
07/10/2018,88,34.163057,-118.466493,7
07/10/2018,89,34.199116,-118.396805,28
07/10/2018,90,34.214381,-118.48401,16
07/10/2018,91,34.309405,-118.447217,17
07/10/2018,92,34.044045,-118.420373,8
07/10/2018,93,34.17282,-118.548836,12
07/10/2018,94,34.017567,-118.345386,23
07/10/2018,95,33.94533,-118.381234,5
07/10/2018,96,34.247355,-118.603049,10
07/10/2018,97,34.125457,-118.374588,2
07/10/2018,98,34.270067,-118.417144,15
07/10/2018,99,34.131817,-118.440369,2
07/10/2018,100,34.192901,-118.510023,6
07/10/2018,101,33.721922,-118.310281,1
07/10/2018,102,34.17187,-118.421358,12
07/10/2018,103,34.228947,-118.528389,10
07/10/2018,104,34.221588,-118.57141,10
07/10/2018,105,34.185444,-118.623688,10
07/10/2018,106,34.219043,-118.627915,4
07/10/2018,107,34.257526,-118.573476,6
07/10/2018,108,34.127098,-118.406169,4
07/10/2018,109,34.130684,-118.492642,2
07/10/2018,112,33.740556,-118.278302,2
07/11/2018,1,34.075138,-118.218304,9
07/11/2018,2,34.049176,-118.213776,20
07/11/2018,3,34.058512,-118.252009,13
07/11/2018,4,34.050171,-118.236079,21
07/11/2018,5,33.955648,-118.403671,4
07/11/2018,6,34.077083,-118.286542,17
07/11/2018,7,34.242387,-118.45144,14
07/11/2018,8,34.276802,-118.558918,2
07/11/2018,9,34.041237,-118.247897,56
07/11/2018,10,34.03737,-118.264039,9
07/11/2018,11,34.055435,-118.273842,26
07/11/2018,12,34.110918,-118.190742,4
07/11/2018,13,34.047518,-118.289378,20
07/11/2018,14,34.012746,-118.25685,25
07/11/2018,15,34.026955,-118.283602,18
07/11/2018,16,34.066176,-118.180583,5
07/11/2018,17,34.025733,-118.230359,5
07/11/2018,18,34.289601,-118.501397,1
07/11/2018,19,34.058696,-118.478662,7
07/11/2018,20,34.077198,-118.265406,7
07/11/2018,21,33.996906,-118.254873,10
07/11/2018,23,34.042531,-118.55426,2
07/11/2018,25,34.031062,-118.207588,6
07/11/2018,26,34.038749,-118.309323,19
07/11/2018,27,34.095627,-118.330162,19
07/11/2018,28,34.281268,-118.569672,3
07/11/2018,29,34.061981,-118.315352,13
07/11/2018,33,33.981331,-118.273589,23
07/11/2018,34,34.021229,-118.325112,11
07/11/2018,35,34.100218,-118.287747,16
07/11/2018,36,33.753086,-118.293442,3
07/11/2018,37,34.059994,-118.449106,16
07/11/2018,38,33.781007,-118.261696,16
07/11/2018,39,34.179692,-118.45123,20
07/11/2018,41,34.096906,-118.353152,10
07/11/2018,42,34.139484,-118.210732,7
07/11/2018,43,34.023085,-118.405545,7
07/11/2018,44,34.096851,-118.230978,3
07/11/2018,46,34.004251,-118.286789,36
07/11/2018,47,34.085462,-118.186955,7
07/11/2018,48,33.729689,-118.290499,3
07/11/2018,49,33.765686,-118.255566,1
07/11/2018,50,34.115339,-118.244565,4
07/11/2018,51,33.940485,-118.39719,20
07/11/2018,52,34.08375,-118.308475,14
07/11/2018,55,34.124161,-118.219367,2
07/11/2018,56,34.107571,-118.263623,2
07/11/2018,57,33.968768,-118.291206,40
07/11/2018,58,34.0507,-118.383968,14
07/11/2018,59,34.036674,-118.444383,9
07/11/2018,60,34.167502,-118.378611,22
07/11/2018,61,34.069412,-118.347084,13
07/11/2018,62,34.00588,-118.428172,9
07/11/2018,63,33.991125,-118.458376,11
07/11/2018,64,33.938031,-118.274328,39
07/11/2018,65,33.946056,-118.24026,18
07/11/2018,66,33.989419,-118.311565,32
07/11/2018,67,33.974214,-118.428497,12
07/11/2018,68,34.041026,-118.349247,11
07/11/2018,69,34.044571,-118.5219,2
07/11/2018,70,34.24943,-118.536421,12
07/11/2018,71,34.080521,-118.435531,4
07/11/2018,72,34.193951,-118.588767,17
07/11/2018,73,34.20514,-118.536378,18
07/11/2018,74,34.258651,-118.301788,4
07/11/2018,75,34.272461,-118.466578,11
07/11/2018,76,34.126695,-118.345813,3
07/11/2018,77,34.236294,-118.366945,5
07/11/2018,78,34.144448,-118.405751,9
07/11/2018,79,33.868443,-118.290297,8
07/11/2018,81,34.213341,-118.44427,13
07/11/2018,82,34.102046,-118.315456,10
07/11/2018,83,34.161048,-118.500588,8
07/11/2018,84,34.172778,-118.591467,10
07/11/2018,85,33.795022,-118.300029,9
07/11/2018,86,34.150324,-118.370214,9
07/11/2018,87,34.254726,-118.50172,6
07/11/2018,88,34.163057,-118.466493,9
07/11/2018,89,34.199116,-118.396805,26
07/11/2018,90,34.214381,-118.48401,12
07/11/2018,91,34.309405,-118.447217,11
07/11/2018,92,34.044045,-118.420373,11
07/11/2018,93,34.17282,-118.548836,8
07/11/2018,94,34.017567,-118.345386,14
07/11/2018,95,33.94533,-118.381234,4
07/11/2018,96,34.247355,-118.603049,1
07/11/2018,97,34.125457,-118.374588,1
07/11/2018,98,34.270067,-118.417144,23
07/11/2018,99,34.131817,-118.440369,1
07/11/2018,100,34.192901,-118.510023,10
07/11/2018,101,33.721922,-118.310281,1
07/11/2018,102,34.17187,-118.421358,14
07/11/2018,103,34.228947,-118.528389,3
07/11/2018,104,34.221588,-118.57141,13
07/11/2018,105,34.185444,-118.623688,15
07/11/2018,106,34.219043,-118.627915,6
07/11/2018,107,34.257526,-118.573476,7
07/11/2018,109,34.130684,-118.492642,3
07/11/2018,112,33.740556,-118.278302,4
07/12/2018,1,34.075138,-118.218304,11
07/12/2018,2,34.049176,-118.213776,14
07/12/2018,3,34.058512,-118.252009,15
07/12/2018,4,34.050171,-118.236079,24
07/12/2018,5,33.955648,-118.403671,6
07/12/2018,6,34.077083,-118.286542,17
07/12/2018,7,34.242387,-118.45144,17
07/12/2018,8,34.276802,-118.558918,2
07/12/2018,9,34.041237,-118.247897,49
07/12/2018,10,34.03737,-118.264039,17
07/12/2018,11,34.055435,-118.273842,17
07/12/2018,12,34.110918,-118.190742,10
07/12/2018,13,34.047518,-118.289378,19
07/12/2018,14,34.012746,-118.25685,14
07/12/2018,15,34.026955,-118.283602,14
07/12/2018,16,34.066176,-118.180583,2
07/12/2018,17,34.025733,-118.230359,3
07/12/2018,18,34.289601,-118.501397,5
07/12/2018,19,34.058696,-118.478662,6
07/12/2018,20,34.077198,-118.265406,10
07/12/2018,21,33.996906,-118.254873,9
07/12/2018,23,34.042531,-118.55426,2
07/12/2018,24,34.264014,-118.337038,3
07/12/2018,25,34.031062,-118.207588,10
07/12/2018,26,34.038749,-118.309323,20
07/12/2018,27,34.095627,-118.330162,20
07/12/2018,28,34.281268,-118.569672,8
07/12/2018,29,34.061981,-118.315352,10
07/12/2018,33,33.981331,-118.273589,33
07/12/2018,34,34.021229,-118.325112,22
07/12/2018,35,34.100218,-118.287747,10
07/12/2018,36,33.753086,-118.293442,4
07/12/2018,37,34.059994,-118.449106,10
07/12/2018,38,33.781007,-118.261696,14
07/12/2018,39,34.179692,-118.45123,24
07/12/2018,41,34.096906,-118.353152,5
07/12/2018,42,34.139484,-118.210732,7
07/12/2018,43,34.023085,-118.405545,3
07/12/2018,44,34.096851,-118.230978,2
07/12/2018,46,34.004251,-118.286789,22
07/12/2018,47,34.085462,-118.186955,5
07/12/2018,48,33.729689,-118.290499,7
07/12/2018,49,33.765686,-118.255566,1
07/12/2018,50,34.115339,-118.244565,6
07/12/2018,51,33.940485,-118.39719,21
07/12/2018,52,34.08375,-118.308475,10
07/12/2018,55,34.124161,-118.219367,3
07/12/2018,56,34.107571,-118.263623,5
07/12/2018,57,33.968768,-118.291206,33
07/12/2018,58,34.0507,-118.383968,22
07/12/2018,59,34.036674,-118.444383,11
07/12/2018,60,34.167502,-118.378611,17
07/12/2018,61,34.069412,-118.347084,17
07/12/2018,62,34.00588,-118.428172,5
07/12/2018,63,33.991125,-118.458376,11
07/12/2018,64,33.938031,-118.274328,30
07/12/2018,65,33.946056,-118.24026,15
07/12/2018,66,33.989419,-118.311565,41
07/12/2018,67,33.974214,-118.428497,5
07/12/2018,68,34.041026,-118.349247,14
07/12/2018,69,34.044571,-118.5219,3
07/12/2018,70,34.24943,-118.536421,7
07/12/2018,71,34.080521,-118.435531,4
07/12/2018,72,34.193951,-118.588767,20
07/12/2018,73,34.20514,-118.536378,13
07/12/2018,74,34.258651,-118.301788,5
07/12/2018,75,34.272461,-118.466578,15
07/12/2018,76,34.126695,-118.345813,4
07/12/2018,77,34.236294,-118.366945,9
07/12/2018,78,34.144448,-118.405751,9
07/12/2018,79,33.868443,-118.290297,8
07/12/2018,81,34.213341,-118.44427,15
07/12/2018,82,34.102046,-118.315456,17
07/12/2018,83,34.161048,-118.500588,13
07/12/2018,84,34.172778,-118.591467,9
07/12/2018,85,33.795022,-118.300029,12
07/12/2018,86,34.150324,-118.370214,9
07/12/2018,87,34.254726,-118.50172,8
07/12/2018,88,34.163057,-118.466493,9
07/12/2018,89,34.199116,-118.396805,24
07/12/2018,90,34.214381,-118.48401,13
07/12/2018,91,34.309405,-118.447217,20
07/12/2018,92,34.044045,-118.420373,13
07/12/2018,93,34.17282,-118.548836,11
07/12/2018,94,34.017567,-118.345386,17
07/12/2018,95,33.94533,-118.381234,6
07/12/2018,96,34.247355,-118.603049,6
07/12/2018,97,34.125457,-118.374588,3
07/12/2018,98,34.270067,-118.417144,13
07/12/2018,100,34.192901,-118.510023,10
07/12/2018,101,33.721922,-118.310281,3
07/12/2018,102,34.17187,-118.421358,10
07/12/2018,103,34.228947,-118.528389,6
07/12/2018,104,34.221588,-118.57141,7
07/12/2018,105,34.185444,-118.623688,17
07/12/2018,106,34.219043,-118.627915,12
07/12/2018,107,34.257526,-118.573476,5
07/12/2018,108,34.127098,-118.406169,2
07/12/2018,109,34.130684,-118.492642,3
07/12/2018,112,33.740556,-118.278302,1
07/13/2018,1,34.075138,-118.218304,9
07/13/2018,2,34.049176,-118.213776,15
07/13/2018,3,34.058512,-118.252009,17
07/13/2018,4,34.050171,-118.236079,19
07/13/2018,5,33.955648,-118.403671,10
07/13/2018,6,34.077083,-118.286542,18
07/13/2018,7,34.242387,-118.45144,11
07/13/2018,8,34.276802,-118.558918,2
07/13/2018,9,34.041237,-118.247897,59
07/13/2018,10,34.03737,-118.264039,13
07/13/2018,11,34.055435,-118.273842,29
07/13/2018,12,34.110918,-118.190742,16
07/13/2018,13,34.047518,-118.289378,14
07/13/2018,14,34.012746,-118.25685,13
07/13/2018,15,34.026955,-118.283602,16
07/13/2018,16,34.066176,-118.180583,7
07/13/2018,17,34.025733,-118.230359,3
07/13/2018,18,34.289601,-118.501397,3
07/13/2018,19,34.058696,-118.478662,11
07/13/2018,20,34.077198,-118.265406,12
07/13/2018,21,33.996906,-118.254873,16
07/13/2018,23,34.042531,-118.55426,7
07/13/2018,24,34.264014,-118.337038,2
07/13/2018,25,34.031062,-118.207588,6
07/13/2018,26,34.038749,-118.309323,11
07/13/2018,27,34.095627,-118.330162,15
07/13/2018,28,34.281268,-118.569672,5
07/13/2018,29,34.061981,-118.315352,15
07/13/2018,33,33.981331,-118.273589,25
07/13/2018,34,34.021229,-118.325112,18
07/13/2018,35,34.100218,-118.287747,10
07/13/2018,36,33.753086,-118.293442,8
07/13/2018,37,34.059994,-118.449106,16
07/13/2018,38,33.781007,-118.261696,14
07/13/2018,39,34.179692,-118.45123,23
07/13/2018,41,34.096906,-118.353152,18
07/13/2018,42,34.139484,-118.210732,2
07/13/2018,43,34.023085,-118.405545,10
07/13/2018,44,34.096851,-118.230978,2
07/13/2018,46,34.004251,-118.286789,27
07/13/2018,47,34.085462,-118.186955,3
07/13/2018,48,33.729689,-118.290499,4
07/13/2018,50,34.115339,-118.244565,4
07/13/2018,51,33.940485,-118.39719,21
07/13/2018,52,34.08375,-118.308475,11
07/13/2018,56,34.107571,-118.263623,8
07/13/2018,57,33.968768,-118.291206,41
07/13/2018,58,34.0507,-118.383968,18
07/13/2018,59,34.036674,-118.444383,11
07/13/2018,60,34.167502,-118.378611,16
07/13/2018,61,34.069412,-118.347084,22
07/13/2018,62,34.00588,-118.428172,7
07/13/2018,63,33.991125,-118.458376,26
07/13/2018,64,33.938031,-118.274328,47
07/13/2018,65,33.946056,-118.24026,15
07/13/2018,66,33.989419,-118.311565,35
07/13/2018,67,33.974214,-118.428497,4
07/13/2018,68,34.041026,-118.349247,13
07/13/2018,69,34.044571,-118.5219,2
07/13/2018,70,34.24943,-118.536421,6
07/13/2018,71,34.080521,-118.435531,2
07/13/2018,72,34.193951,-118.588767,17
07/13/2018,73,34.20514,-118.536378,9
07/13/2018,74,34.258651,-118.301788,6
07/13/2018,75,34.272461,-118.466578,14
07/13/2018,76,34.126695,-118.345813,2
07/13/2018,77,34.236294,-118.366945,6
07/13/2018,78,34.144448,-118.405751,8
07/13/2018,79,33.868443,-118.290297,10
07/13/2018,81,34.213341,-118.44427,13
07/13/2018,82,34.102046,-118.315456,14
07/13/2018,83,34.161048,-118.500588,11
07/13/2018,84,34.172778,-118.591467,16
07/13/2018,85,33.795022,-118.300029,10
07/13/2018,86,34.150324,-118.370214,14
07/13/2018,87,34.254726,-118.50172,9
07/13/2018,88,34.163057,-118.466493,6
07/13/2018,89,34.199116,-118.396805,19
07/13/2018,90,34.214381,-118.48401,10
07/13/2018,91,34.309405,-118.447217,15
07/13/2018,92,34.044045,-118.420373,3
07/13/2018,93,34.17282,-118.548836,11
07/13/2018,94,34.017567,-118.345386,21
07/13/2018,95,33.94533,-118.381234,7
07/13/2018,96,34.247355,-118.603049,8
07/13/2018,97,34.125457,-118.374588,1
07/13/2018,98,34.270067,-118.417144,23
07/13/2018,100,34.192901,-118.510023,8
07/13/2018,101,33.721922,-118.310281,2
07/13/2018,102,34.17187,-118.421358,12
07/13/2018,103,34.228947,-118.528389,12
07/13/2018,104,34.221588,-118.57141,11
07/13/2018,105,34.185444,-118.623688,17
07/13/2018,106,34.219043,-118.627915,9
07/13/2018,107,34.257526,-118.573476,5
07/13/2018,109,34.130684,-118.492642,3
07/13/2018,112,33.740556,-118.278302,4
07/14/2018,1,34.075138,-118.218304,11
07/14/2018,2,34.049176,-118.213776,10
07/14/2018,3,34.058512,-118.252009,12
07/14/2018,4,34.050171,-118.236079,20
07/14/2018,5,33.955648,-118.403671,11
07/14/2018,6,34.077083,-118.286542,9
07/14/2018,7,34.242387,-118.45144,19
07/14/2018,9,34.041237,-118.247897,45
07/14/2018,10,34.03737,-118.264039,13
07/14/2018,11,34.055435,-118.273842,28
07/14/2018,12,34.110918,-118.190742,8
07/14/2018,13,34.047518,-118.289378,17
07/14/2018,14,34.012746,-118.25685,19
07/14/2018,15,34.026955,-118.283602,19
07/14/2018,16,34.066176,-118.180583,5
07/14/2018,17,34.025733,-118.230359,6
07/14/2018,18,34.289601,-118.501397,8
07/14/2018,19,34.058696,-118.478662,12
07/14/2018,20,34.077198,-118.265406,17
07/14/2018,21,33.996906,-118.254873,6
07/14/2018,23,34.042531,-118.55426,4
07/14/2018,24,34.264014,-118.337038,3
07/14/2018,25,34.031062,-118.207588,10
07/14/2018,26,34.038749,-118.309323,13
07/14/2018,27,34.095627,-118.330162,30
07/14/2018,28,34.281268,-118.569672,2
07/14/2018,29,34.061981,-118.315352,21
07/14/2018,33,33.981331,-118.273589,24
07/14/2018,34,34.021229,-118.325112,8
07/14/2018,35,34.100218,-118.287747,16
07/14/2018,36,33.753086,-118.293442,7
07/14/2018,37,34.059994,-118.449106,11
07/14/2018,38,33.781007,-118.261696,6
07/14/2018,39,34.179692,-118.45123,14
07/14/2018,40,33.746877,-118.261487,1
07/14/2018,41,34.096906,-118.353152,15
07/14/2018,42,34.139484,-118.210732,1
07/14/2018,43,34.023085,-118.405545,5
07/14/2018,44,34.096851,-118.230978,1
07/14/2018,46,34.004251,-118.286789,42
07/14/2018,47,34.085462,-118.186955,6
07/14/2018,48,33.729689,-118.290499,11
07/14/2018,50,34.115339,-118.244565,7
07/14/2018,51,33.940485,-118.39719,21
07/14/2018,52,34.08375,-118.308475,5
07/14/2018,55,34.124161,-118.219367,3
07/14/2018,56,34.107571,-118.263623,6
07/14/2018,57,33.968768,-118.291206,38
07/14/2018,58,34.0507,-118.383968,11
07/14/2018,59,34.036674,-118.444383,9
07/14/2018,60,34.167502,-118.378611,27
07/14/2018,61,34.069412,-118.347084,15
07/14/2018,62,34.00588,-118.428172,8
07/14/2018,63,33.991125,-118.458376,14
07/14/2018,64,33.938031,-118.274328,36
07/14/2018,65,33.946056,-118.24026,13
07/14/2018,66,33.989419,-118.311565,29
07/14/2018,67,33.974214,-118.428497,5
07/14/2018,68,34.041026,-118.349247,11
07/14/2018,69,34.044571,-118.5219,2
07/14/2018,70,34.24943,-118.536421,3
07/14/2018,71,34.080521,-118.435531,2
07/14/2018,72,34.193951,-118.588767,15
07/14/2018,73,34.20514,-118.536378,16
07/14/2018,74,34.258651,-118.301788,4
07/14/2018,75,34.272461,-118.466578,6
07/14/2018,76,34.126695,-118.345813,4
07/14/2018,77,34.236294,-118.366945,10
07/14/2018,78,34.144448,-118.405751,7
07/14/2018,79,33.868443,-118.290297,8
07/14/2018,81,34.213341,-118.44427,22
07/14/2018,82,34.102046,-118.315456,10
07/14/2018,83,34.161048,-118.500588,9
07/14/2018,84,34.172778,-118.591467,10
07/14/2018,85,33.795022,-118.300029,15
07/14/2018,86,34.150324,-118.370214,10
07/14/2018,87,34.254726,-118.50172,16
07/14/2018,88,34.163057,-118.466493,8
07/14/2018,89,34.199116,-118.396805,18
07/14/2018,90,34.214381,-118.48401,12
07/14/2018,91,34.309405,-118.447217,17
07/14/2018,92,34.044045,-118.420373,8
07/14/2018,93,34.17282,-118.548836,14
07/14/2018,94,34.017567,-118.345386,28
07/14/2018,95,33.94533,-118.381234,3
07/14/2018,96,34.247355,-118.603049,5
07/14/2018,97,34.125457,-118.374588,1
07/14/2018,98,34.270067,-118.417144,18
07/14/2018,100,34.192901,-118.510023,8
07/14/2018,101,33.721922,-118.310281,4
07/14/2018,102,34.17187,-118.421358,8
07/14/2018,103,34.228947,-118.528389,4
07/14/2018,104,34.221588,-118.57141,12
07/14/2018,105,34.185444,-118.623688,12
07/14/2018,106,34.219043,-118.627915,9
07/14/2018,107,34.257526,-118.573476,7
07/14/2018,109,34.130684,-118.492642,2
07/14/2018,112,33.740556,-118.278302,4
07/15/2018,1,34.075138,-118.218304,8
07/15/2018,2,34.049176,-118.213776,13
07/15/2018,3,34.058512,-118.252009,11
07/15/2018,4,34.050171,-118.236079,23
07/15/2018,5,33.955648,-118.403671,8
07/15/2018,6,34.077083,-118.286542,13
07/15/2018,7,34.242387,-118.45144,16
07/15/2018,8,34.276802,-118.558918,3
07/15/2018,9,34.041237,-118.247897,63
07/15/2018,10,34.03737,-118.264039,18
07/15/2018,11,34.055435,-118.273842,28
07/15/2018,12,34.110918,-118.190742,11
07/15/2018,13,34.047518,-118.289378,14
07/15/2018,14,34.012746,-118.25685,14
07/15/2018,15,34.026955,-118.283602,15
07/15/2018,16,34.066176,-118.180583,3
07/15/2018,17,34.025733,-118.230359,3
07/15/2018,18,34.289601,-118.501397,6
07/15/2018,19,34.058696,-118.478662,5
07/15/2018,20,34.077198,-118.265406,7
07/15/2018,21,33.996906,-118.254873,14
07/15/2018,24,34.264014,-118.337038,1
07/15/2018,25,34.031062,-118.207588,2
07/15/2018,26,34.038749,-118.309323,10
07/15/2018,27,34.095627,-118.330162,21
07/15/2018,28,34.281268,-118.569672,3
07/15/2018,29,34.061981,-118.315352,12
07/15/2018,33,33.981331,-118.273589,29
07/15/2018,34,34.021229,-118.325112,17
07/15/2018,35,34.100218,-118.287747,7
07/15/2018,36,33.753086,-118.293442,5
07/15/2018,37,34.059994,-118.449106,8
07/15/2018,38,33.781007,-118.261696,14
07/15/2018,39,34.179692,-118.45123,7
07/15/2018,40,33.746877,-118.261487,1
07/15/2018,41,34.096906,-118.353152,12
07/15/2018,42,34.139484,-118.210732,4
07/15/2018,43,34.023085,-118.405545,12
07/15/2018,44,34.096851,-118.230978,5
07/15/2018,46,34.004251,-118.286789,30
07/15/2018,47,34.085462,-118.186955,7
07/15/2018,48,33.729689,-118.290499,10
07/15/2018,49,33.765686,-118.255566,2
07/15/2018,50,34.115339,-118.244565,4
07/15/2018,51,33.940485,-118.39719,20
07/15/2018,52,34.08375,-118.308475,12
07/15/2018,55,34.124161,-118.219367,4
07/15/2018,56,34.107571,-118.263623,8
07/15/2018,57,33.968768,-118.291206,28
07/15/2018,58,34.0507,-118.383968,19
07/15/2018,59,34.036674,-118.444383,4
07/15/2018,60,34.167502,-118.378611,17
07/15/2018,61,34.069412,-118.347084,23
07/15/2018,62,34.00588,-118.428172,6
07/15/2018,63,33.991125,-118.458376,16
07/15/2018,64,33.938031,-118.274328,42
07/15/2018,65,33.946056,-118.24026,16
07/15/2018,66,33.989419,-118.311565,31
07/15/2018,67,33.974214,-118.428497,9
07/15/2018,68,34.041026,-118.349247,14
07/15/2018,69,34.044571,-118.5219,1
07/15/2018,70,34.24943,-118.536421,11
07/15/2018,72,34.193951,-118.588767,12
07/15/2018,73,34.20514,-118.536378,20
07/15/2018,74,34.258651,-118.301788,3
07/15/2018,75,34.272461,-118.466578,11
07/15/2018,76,34.126695,-118.345813,1
07/15/2018,77,34.236294,-118.366945,5
07/15/2018,78,34.144448,-118.405751,4
07/15/2018,79,33.868443,-118.290297,7
07/15/2018,81,34.213341,-118.44427,15
07/15/2018,82,34.102046,-118.315456,14
07/15/2018,83,34.161048,-118.500588,14
07/15/2018,84,34.172778,-118.591467,14
07/15/2018,85,33.795022,-118.300029,7
07/15/2018,86,34.150324,-118.370214,10
07/15/2018,87,34.254726,-118.50172,8
07/15/2018,88,34.163057,-118.466493,6
07/15/2018,89,34.199116,-118.396805,21
07/15/2018,90,34.214381,-118.48401,9
07/15/2018,91,34.309405,-118.447217,10
07/15/2018,92,34.044045,-118.420373,12
07/15/2018,93,34.17282,-118.548836,11
07/15/2018,94,34.017567,-118.345386,15
07/15/2018,95,33.94533,-118.381234,5
07/15/2018,96,34.247355,-118.603049,6
07/15/2018,97,34.125457,-118.374588,1
07/15/2018,98,34.270067,-118.417144,25
07/15/2018,99,34.131817,-118.440369,1
07/15/2018,100,34.192901,-118.510023,4
07/15/2018,101,33.721922,-118.310281,2
07/15/2018,102,34.17187,-118.421358,8
07/15/2018,103,34.228947,-118.528389,6
07/15/2018,104,34.221588,-118.57141,11
07/15/2018,105,34.185444,-118.623688,15
07/15/2018,106,34.219043,-118.627915,7
07/15/2018,107,34.257526,-118.573476,3
07/15/2018,108,34.127098,-118.406169,1
07/15/2018,112,33.740556,-118.278302,1
07/16/2018,1,34.075138,-118.218304,9
07/16/2018,2,34.049176,-118.213776,11
07/16/2018,3,34.058512,-118.252009,17
07/16/2018,4,34.050171,-118.236079,24
07/16/2018,5,33.955648,-118.403671,9
07/16/2018,6,34.077083,-118.286542,16
07/16/2018,7,34.242387,-118.45144,13
07/16/2018,8,34.276802,-118.558918,3
07/16/2018,9,34.041237,-118.247897,52
07/16/2018,10,34.03737,-118.264039,11
07/16/2018,11,34.055435,-118.273842,25
07/16/2018,12,34.110918,-118.190742,7
07/16/2018,13,34.047518,-118.289378,16
07/16/2018,14,34.012746,-118.25685,10
07/16/2018,15,34.026955,-118.283602,17
07/16/2018,16,34.066176,-118.180583,5
07/16/2018,17,34.025733,-118.230359,6
07/16/2018,18,34.289601,-118.501397,6
07/16/2018,19,34.058696,-118.478662,7
07/16/2018,20,34.077198,-118.265406,8
07/16/2018,21,33.996906,-118.254873,7
07/16/2018,23,34.042531,-118.55426,1
07/16/2018,24,34.264014,-118.337038,2
07/16/2018,25,34.031062,-118.207588,6
07/16/2018,26,34.038749,-118.309323,19
07/16/2018,27,34.095627,-118.330162,20
07/16/2018,29,34.061981,-118.315352,14
07/16/2018,33,33.981331,-118.273589,29
07/16/2018,34,34.021229,-118.325112,18
07/16/2018,35,34.100218,-118.287747,10
07/16/2018,36,33.753086,-118.293442,2
07/16/2018,37,34.059994,-118.449106,11
07/16/2018,38,33.781007,-118.261696,8
07/16/2018,39,34.179692,-118.45123,22
07/16/2018,41,34.096906,-118.353152,12
07/16/2018,42,34.139484,-118.210732,3
07/16/2018,43,34.023085,-118.405545,11
07/16/2018,44,34.096851,-118.230978,7
07/16/2018,46,34.004251,-118.286789,31
07/16/2018,48,33.729689,-118.290499,3
07/16/2018,49,33.765686,-118.255566,1
07/16/2018,50,34.115339,-118.244565,10
07/16/2018,51,33.940485,-118.39719,16
07/16/2018,52,34.08375,-118.308475,5
07/16/2018,55,34.124161,-118.219367,3
07/16/2018,56,34.107571,-118.263623,4
07/16/2018,57,33.968768,-118.291206,26
07/16/2018,58,34.0507,-118.383968,17
07/16/2018,59,34.036674,-118.444383,16
07/16/2018,60,34.167502,-118.378611,22
07/16/2018,61,34.069412,-118.347084,16
07/16/2018,62,34.00588,-118.428172,4
07/16/2018,63,33.991125,-118.458376,21
07/16/2018,64,33.938031,-118.274328,31
07/16/2018,65,33.946056,-118.24026,13
07/16/2018,66,33.989419,-118.311565,41
07/16/2018,67,33.974214,-118.428497,6
07/16/2018,68,34.041026,-118.349247,11
07/16/2018,69,34.044571,-118.5219,1
07/16/2018,70,34.24943,-118.536421,3
07/16/2018,71,34.080521,-118.435531,1
07/16/2018,72,34.193951,-118.588767,10
07/16/2018,73,34.20514,-118.536378,5
07/16/2018,74,34.258651,-118.301788,12
07/16/2018,75,34.272461,-118.466578,7
07/16/2018,76,34.126695,-118.345813,1
07/16/2018,77,34.236294,-118.366945,6
07/16/2018,78,34.144448,-118.405751,6
07/16/2018,79,33.868443,-118.290297,4
07/16/2018,81,34.213341,-118.44427,13
07/16/2018,82,34.102046,-118.315456,5
07/16/2018,83,34.161048,-118.500588,5
07/16/2018,84,34.172778,-118.591467,9
07/16/2018,85,33.795022,-118.300029,9
07/16/2018,86,34.150324,-118.370214,10
07/16/2018,87,34.254726,-118.50172,9
07/16/2018,88,34.163057,-118.466493,15
07/16/2018,89,34.199116,-118.396805,27
