"Date","Fire District Number","Fire Station Latitude","Fire Station Longitude","Count of EMS Incidents"
12/06/2018,112,33.740556,-118.278302,3
12/07/2018,1,34.075138,-118.218304,11
12/07/2018,2,34.049176,-118.213776,11
12/07/2018,3,34.058512,-118.252009,13
12/07/2018,4,34.050171,-118.236079,19
12/07/2018,5,33.955648,-118.403671,9
12/07/2018,6,34.077083,-118.286542,16
12/07/2018,7,34.242387,-118.45144,19
12/07/2018,8,34.276802,-118.558918,2
12/07/2018,9,34.041237,-118.247897,70
12/07/2018,10,34.03737,-118.264039,14
12/07/2018,11,34.055435,-118.273842,25
12/07/2018,12,34.110918,-118.190742,13
12/07/2018,13,34.047518,-118.289378,13
12/07/2018,14,34.012746,-118.25685,14
12/07/2018,15,34.026955,-118.283602,11
12/07/2018,16,34.066176,-118.180583,5
12/07/2018,17,34.025733,-118.230359,6
12/07/2018,18,34.289601,-118.501397,5
12/07/2018,19,34.058696,-118.478662,9
12/07/2018,20,34.077198,-118.265406,7
12/07/2018,21,33.996906,-118.254873,8
12/07/2018,24,34.264014,-118.337038,2
12/07/2018,25,34.031062,-118.207588,7
12/07/2018,26,34.038749,-118.309323,19
12/07/2018,27,34.095627,-118.330162,18
12/07/2018,28,34.281268,-118.569672,6
12/07/2018,29,34.061981,-118.315352,15
12/07/2018,33,33.981331,-118.273589,16
12/07/2018,34,34.021229,-118.325112,17
12/07/2018,35,34.100218,-118.287747,11
12/07/2018,36,33.753086,-118.293442,5
12/07/2018,37,34.059994,-118.449106,16
12/07/2018,38,33.781007,-118.261696,16
12/07/2018,39,34.179692,-118.45123,30
12/07/2018,41,34.096906,-118.353152,9
12/07/2018,42,34.139484,-118.210732,4
12/07/2018,43,34.023085,-118.405545,8
12/07/2018,44,34.096851,-118.230978,3
12/07/2018,46,34.004251,-118.286789,26
12/07/2018,47,34.085462,-118.186955,10
12/07/2018,48,33.729689,-118.290499,8
12/07/2018,50,34.115339,-118.244565,3
12/07/2018,51,33.940485,-118.39719,15
12/07/2018,52,34.08375,-118.308475,18
12/07/2018,55,34.124161,-118.219367,1
12/07/2018,56,34.107571,-118.263623,11
12/07/2018,57,33.968768,-118.291206,37
12/07/2018,58,34.0507,-118.383968,9
12/07/2018,59,34.036674,-118.444383,8
12/07/2018,60,34.167502,-118.378611,20
12/07/2018,61,34.069412,-118.347084,25
12/07/2018,62,34.00588,-118.428172,12
12/07/2018,63,33.991125,-118.458376,8
12/07/2018,64,33.938031,-118.274328,38
12/07/2018,65,33.946056,-118.24026,18
12/07/2018,66,33.989419,-118.311565,25
12/07/2018,67,33.974214,-118.428497,6
12/07/2018,68,34.041026,-118.349247,12
12/07/2018,69,34.044571,-118.5219,1
12/07/2018,70,34.24943,-118.536421,7
12/07/2018,71,34.080521,-118.435531,4
12/07/2018,72,34.193951,-118.588767,11
12/07/2018,73,34.20514,-118.536378,13
12/07/2018,74,34.258651,-118.301788,14
12/07/2018,75,34.272461,-118.466578,12
12/07/2018,76,34.126695,-118.345813,6
12/07/2018,77,34.236294,-118.366945,8
12/07/2018,78,34.144448,-118.405751,11
12/07/2018,79,33.868443,-118.290297,7
12/07/2018,81,34.213341,-118.44427,9
12/07/2018,82,34.102046,-118.315456,15
12/07/2018,83,34.161048,-118.500588,7
12/07/2018,84,34.172778,-118.591467,8
12/07/2018,85,33.795022,-118.300029,13
12/07/2018,86,34.150324,-118.370214,7
12/07/2018,87,34.254726,-118.50172,10
12/07/2018,88,34.163057,-118.466493,11
12/07/2018,89,34.199116,-118.396805,24
12/07/2018,90,34.214381,-118.48401,8
12/07/2018,91,34.309405,-118.447217,23
12/07/2018,92,34.044045,-118.420373,9
12/07/2018,93,34.17282,-118.548836,12
12/07/2018,94,34.017567,-118.345386,22
12/07/2018,95,33.94533,-118.381234,3
12/07/2018,96,34.247355,-118.603049,10
12/07/2018,97,34.125457,-118.374588,7
12/07/2018,98,34.270067,-118.417144,24
12/07/2018,99,34.131817,-118.440369,2
12/07/2018,100,34.192901,-118.510023,11
12/07/2018,101,33.721922,-118.310281,2
12/07/2018,102,34.17187,-118.421358,19
12/07/2018,103,34.228947,-118.528389,11
12/07/2018,104,34.221588,-118.57141,7
12/07/2018,105,34.185444,-118.623688,17
12/07/2018,106,34.219043,-118.627915,7
12/07/2018,107,34.257526,-118.573476,6
12/07/2018,108,34.127098,-118.406169,1
12/07/2018,109,34.130684,-118.492642,1
12/07/2018,112,33.740556,-118.278302,4
12/08/2018,1,34.075138,-118.218304,8
12/08/2018,2,34.049176,-118.213776,12
12/08/2018,3,34.058512,-118.252009,12
12/08/2018,4,34.050171,-118.236079,17
12/08/2018,5,33.955648,-118.403671,8
12/08/2018,6,34.077083,-118.286542,11
12/08/2018,7,34.242387,-118.45144,20
12/08/2018,8,34.276802,-118.558918,2
12/08/2018,9,34.041237,-118.247897,50
12/08/2018,10,34.03737,-118.264039,16
12/08/2018,11,34.055435,-118.273842,34
12/08/2018,12,34.110918,-118.190742,8
12/08/2018,13,34.047518,-118.289378,16
12/08/2018,14,34.012746,-118.25685,10
12/08/2018,15,34.026955,-118.283602,10
12/08/2018,16,34.066176,-118.180583,3
12/08/2018,17,34.025733,-118.230359,2
12/08/2018,18,34.289601,-118.501397,7
12/08/2018,19,34.058696,-118.478662,9
12/08/2018,20,34.077198,-118.265406,14
12/08/2018,21,33.996906,-118.254873,8
12/08/2018,23,34.042531,-118.55426,5
12/08/2018,24,34.264014,-118.337038,5
12/08/2018,25,34.031062,-118.207588,7
12/08/2018,26,34.038749,-118.309323,16
12/08/2018,27,34.095627,-118.330162,22
12/08/2018,28,34.281268,-118.569672,3
12/08/2018,29,34.061981,-118.315352,16
12/08/2018,33,33.981331,-118.273589,20
12/08/2018,34,34.021229,-118.325112,17
12/08/2018,35,34.100218,-118.287747,16
12/08/2018,36,33.753086,-118.293442,3
12/08/2018,37,34.059994,-118.449106,9
12/08/2018,38,33.781007,-118.261696,7
12/08/2018,39,34.179692,-118.45123,17
12/08/2018,41,34.096906,-118.353152,10
12/08/2018,42,34.139484,-118.210732,2
12/08/2018,43,34.023085,-118.405545,8
12/08/2018,44,34.096851,-118.230978,4
12/08/2018,46,34.004251,-118.286789,20
12/08/2018,47,34.085462,-118.186955,5
12/08/2018,48,33.729689,-118.290499,6
12/08/2018,50,34.115339,-118.244565,6
12/08/2018,51,33.940485,-118.39719,22
12/08/2018,52,34.08375,-118.308475,8
12/08/2018,55,34.124161,-118.219367,4
12/08/2018,56,34.107571,-118.263623,3
12/08/2018,57,33.968768,-118.291206,31
12/08/2018,58,34.0507,-118.383968,15
12/08/2018,59,34.036674,-118.444383,10
12/08/2018,60,34.167502,-118.378611,12
12/08/2018,61,34.069412,-118.347084,27
12/08/2018,62,34.00588,-118.428172,10
12/08/2018,63,33.991125,-118.458376,9
12/08/2018,64,33.938031,-118.274328,36
12/08/2018,65,33.946056,-118.24026,19
12/08/2018,66,33.989419,-118.311565,35
12/08/2018,67,33.974214,-118.428497,5
12/08/2018,68,34.041026,-118.349247,23
12/08/2018,70,34.24943,-118.536421,9
12/08/2018,71,34.080521,-118.435531,2
12/08/2018,72,34.193951,-118.588767,13
12/08/2018,73,34.20514,-118.536378,15
12/08/2018,74,34.258651,-118.301788,9
12/08/2018,75,34.272461,-118.466578,14
12/08/2018,76,34.126695,-118.345813,2
12/08/2018,77,34.236294,-118.366945,9
12/08/2018,78,34.144448,-118.405751,4
12/08/2018,79,33.868443,-118.290297,3
12/08/2018,81,34.213341,-118.44427,7
12/08/2018,82,34.102046,-118.315456,9
12/08/2018,83,34.161048,-118.500588,11
12/08/2018,84,34.172778,-118.591467,15
12/08/2018,85,33.795022,-118.300029,4
12/08/2018,86,34.150324,-118.370214,4
12/08/2018,87,34.254726,-118.50172,8
12/08/2018,88,34.163057,-118.466493,9
12/08/2018,89,34.199116,-118.396805,24
12/08/2018,90,34.214381,-118.48401,14
12/08/2018,91,34.309405,-118.447217,14
12/08/2018,92,34.044045,-118.420373,7
12/08/2018,93,34.17282,-118.548836,17
12/08/2018,94,34.017567,-118.345386,18
12/08/2018,95,33.94533,-118.381234,6
12/08/2018,96,34.247355,-118.603049,9
12/08/2018,97,34.125457,-118.374588,2
12/08/2018,98,34.270067,-118.417144,20
12/08/2018,99,34.131817,-118.440369,1
12/08/2018,100,34.192901,-118.510023,9
12/08/2018,101,33.721922,-118.310281,1
12/08/2018,102,34.17187,-118.421358,8
12/08/2018,103,34.228947,-118.528389,7
12/08/2018,104,34.221588,-118.57141,9
12/08/2018,105,34.185444,-118.623688,7
12/08/2018,106,34.219043,-118.627915,3
12/08/2018,107,34.257526,-118.573476,5
12/08/2018,109,34.130684,-118.492642,2
12/08/2018,112,33.740556,-118.278302,5
12/09/2018,1,34.075138,-118.218304,9
12/09/2018,2,34.049176,-118.213776,6
12/09/2018,3,34.058512,-118.252009,6
12/09/2018,4,34.050171,-118.236079,17
12/09/2018,5,33.955648,-118.403671,8
12/09/2018,6,34.077083,-118.286542,14
12/09/2018,7,34.242387,-118.45144,10
12/09/2018,8,34.276802,-118.558918,4
12/09/2018,9,34.041237,-118.247897,61
12/09/2018,10,34.03737,-118.264039,20
12/09/2018,11,34.055435,-118.273842,40
12/09/2018,12,34.110918,-118.190742,6
12/09/2018,13,34.047518,-118.289378,19
12/09/2018,14,34.012746,-118.25685,5
12/09/2018,15,34.026955,-118.283602,7
12/09/2018,16,34.066176,-118.180583,1
12/09/2018,17,34.025733,-118.230359,7
12/09/2018,19,34.058696,-118.478662,5
12/09/2018,20,34.077198,-118.265406,10
12/09/2018,21,33.996906,-118.254873,10
12/09/2018,23,34.042531,-118.55426,2
12/09/2018,24,34.264014,-118.337038,1
12/09/2018,25,34.031062,-118.207588,8
12/09/2018,26,34.038749,-118.309323,12
12/09/2018,27,34.095627,-118.330162,25
12/09/2018,29,34.061981,-118.315352,17
12/09/2018,33,33.981331,-118.273589,24
12/09/2018,34,34.021229,-118.325112,16
12/09/2018,35,34.100218,-118.287747,8
12/09/2018,36,33.753086,-118.293442,5
12/09/2018,37,34.059994,-118.449106,13
12/09/2018,38,33.781007,-118.261696,15
12/09/2018,39,34.179692,-118.45123,23
12/09/2018,41,34.096906,-118.353152,15
12/09/2018,42,34.139484,-118.210732,5
12/09/2018,43,34.023085,-118.405545,10
12/09/2018,44,34.096851,-118.230978,4
12/09/2018,46,34.004251,-118.286789,26
12/09/2018,47,34.085462,-118.186955,2
12/09/2018,48,33.729689,-118.290499,7
12/09/2018,50,34.115339,-118.244565,8
12/09/2018,51,33.940485,-118.39719,15
12/09/2018,52,34.08375,-118.308475,7
12/09/2018,55,34.124161,-118.219367,4
12/09/2018,56,34.107571,-118.263623,5
12/09/2018,57,33.968768,-118.291206,32
12/09/2018,58,34.0507,-118.383968,16
12/09/2018,59,34.036674,-118.444383,2
12/09/2018,60,34.167502,-118.378611,21
12/09/2018,61,34.069412,-118.347084,19
12/09/2018,62,34.00588,-118.428172,10
12/09/2018,63,33.991125,-118.458376,15
12/09/2018,64,33.938031,-118.274328,40
12/09/2018,65,33.946056,-118.24026,22
12/09/2018,66,33.989419,-118.311565,31
12/09/2018,67,33.974214,-118.428497,6
12/09/2018,68,34.041026,-118.349247,15
12/09/2018,69,34.044571,-118.5219,1
12/09/2018,70,34.24943,-118.536421,12
12/09/2018,71,34.080521,-118.435531,4
12/09/2018,72,34.193951,-118.588767,8
12/09/2018,73,34.20514,-118.536378,16
12/09/2018,74,34.258651,-118.301788,13
12/09/2018,75,34.272461,-118.466578,6
12/09/2018,76,34.126695,-118.345813,3
12/09/2018,77,34.236294,-118.366945,11
12/09/2018,78,34.144448,-118.405751,3
12/09/2018,79,33.868443,-118.290297,8
12/09/2018,81,34.213341,-118.44427,14
12/09/2018,82,34.102046,-118.315456,13
12/09/2018,83,34.161048,-118.500588,15
12/09/2018,84,34.172778,-118.591467,15
12/09/2018,85,33.795022,-118.300029,7
12/09/2018,86,34.150324,-118.370214,5
12/09/2018,87,34.254726,-118.50172,5
12/09/2018,88,34.163057,-118.466493,14
12/09/2018,89,34.199116,-118.396805,20
12/09/2018,90,34.214381,-118.48401,11
12/09/2018,91,34.309405,-118.447217,15
12/09/2018,92,34.044045,-118.420373,5
12/09/2018,93,34.17282,-118.548836,18
12/09/2018,94,34.017567,-118.345386,15
12/09/2018,95,33.94533,-118.381234,5
12/09/2018,96,34.247355,-118.603049,11
12/09/2018,97,34.125457,-118.374588,1
12/09/2018,98,34.270067,-118.417144,19
12/09/2018,100,34.192901,-118.510023,8
12/09/2018,101,33.721922,-118.310281,1
12/09/2018,102,34.17187,-118.421358,11
12/09/2018,103,34.228947,-118.528389,8
12/09/2018,104,34.221588,-118.57141,7
12/09/2018,105,34.185444,-118.623688,17
12/09/2018,106,34.219043,-118.627915,11
12/09/2018,107,34.257526,-118.573476,5
12/09/2018,109,34.130684,-118.492642,3
12/09/2018,112,33.740556,-118.278302,6
12/10/2018,1,34.075138,-118.218304,7
12/10/2018,2,34.049176,-118.213776,18
12/10/2018,3,34.058512,-118.252009,14
12/10/2018,4,34.050171,-118.236079,20
12/10/2018,5,33.955648,-118.403671,10
12/10/2018,6,34.077083,-118.286542,16
12/10/2018,7,34.242387,-118.45144,15
12/10/2018,8,34.276802,-118.558918,4
12/10/2018,9,34.041237,-118.247897,48
12/10/2018,10,34.03737,-118.264039,12
12/10/2018,11,34.055435,-118.273842,35
12/10/2018,12,34.110918,-118.190742,3
12/10/2018,13,34.047518,-118.289378,13
12/10/2018,14,34.012746,-118.25685,12
12/10/2018,15,34.026955,-118.283602,16
12/10/2018,16,34.066176,-118.180583,7
12/10/2018,17,34.025733,-118.230359,2
12/10/2018,18,34.289601,-118.501397,4
12/10/2018,19,34.058696,-118.478662,8
12/10/2018,20,34.077198,-118.265406,8
12/10/2018,21,33.996906,-118.254873,10
12/10/2018,23,34.042531,-118.55426,2
12/10/2018,24,34.264014,-118.337038,5
12/10/2018,25,34.031062,-118.207588,6
12/10/2018,26,34.038749,-118.309323,12
12/10/2018,27,34.095627,-118.330162,15
12/10/2018,28,34.281268,-118.569672,4
12/10/2018,29,34.061981,-118.315352,13
12/10/2018,33,33.981331,-118.273589,19
12/10/2018,34,34.021229,-118.325112,18
12/10/2018,35,34.100218,-118.287747,22
12/10/2018,36,33.753086,-118.293442,7
12/10/2018,37,34.059994,-118.449106,20
12/10/2018,38,33.781007,-118.261696,10
12/10/2018,39,34.179692,-118.45123,23
12/10/2018,41,34.096906,-118.353152,12
12/10/2018,42,34.139484,-118.210732,2
12/10/2018,43,34.023085,-118.405545,13
12/10/2018,44,34.096851,-118.230978,2
12/10/2018,46,34.004251,-118.286789,20
12/10/2018,47,34.085462,-118.186955,5
12/10/2018,48,33.729689,-118.290499,8
12/10/2018,50,34.115339,-118.244565,4
12/10/2018,51,33.940485,-118.39719,24
12/10/2018,52,34.08375,-118.308475,13
12/10/2018,55,34.124161,-118.219367,5
12/10/2018,56,34.107571,-118.263623,7
12/10/2018,57,33.968768,-118.291206,31
12/10/2018,58,34.0507,-118.383968,12
12/10/2018,59,34.036674,-118.444383,8
12/10/2018,60,34.167502,-118.378611,20
12/10/2018,61,34.069412,-118.347084,20
12/10/2018,62,34.00588,-118.428172,7
12/10/2018,63,33.991125,-118.458376,11
12/10/2018,64,33.938031,-118.274328,43
12/10/2018,65,33.946056,-118.24026,12
12/10/2018,66,33.989419,-118.311565,26
12/10/2018,67,33.974214,-118.428497,11
12/10/2018,68,34.041026,-118.349247,10
12/10/2018,69,34.044571,-118.5219,1
12/10/2018,70,34.24943,-118.536421,5
12/10/2018,71,34.080521,-118.435531,3
12/10/2018,72,34.193951,-118.588767,10
12/10/2018,73,34.20514,-118.536378,8
12/10/2018,74,34.258651,-118.301788,12
12/10/2018,75,34.272461,-118.466578,10
12/10/2018,76,34.126695,-118.345813,1
12/10/2018,77,34.236294,-118.366945,5
12/10/2018,78,34.144448,-118.405751,10
12/10/2018,79,33.868443,-118.290297,3
12/10/2018,81,34.213341,-118.44427,23
12/10/2018,82,34.102046,-118.315456,14
12/10/2018,83,34.161048,-118.500588,6
12/10/2018,84,34.172778,-118.591467,13
12/10/2018,85,33.795022,-118.300029,7
12/10/2018,86,34.150324,-118.370214,8
12/10/2018,87,34.254726,-118.50172,8
12/10/2018,88,34.163057,-118.466493,7
12/10/2018,89,34.199116,-118.396805,23
12/10/2018,90,34.214381,-118.48401,8
12/10/2018,91,34.309405,-118.447217,9
12/10/2018,92,34.044045,-118.420373,15
12/10/2018,93,34.17282,-118.548836,18
12/10/2018,94,34.017567,-118.345386,18
12/10/2018,95,33.94533,-118.381234,4
12/10/2018,96,34.247355,-118.603049,7
12/10/2018,98,34.270067,-118.417144,14
12/10/2018,99,34.131817,-118.440369,1
12/10/2018,100,34.192901,-118.510023,4
12/10/2018,101,33.721922,-118.310281,4
12/10/2018,102,34.17187,-118.421358,10
12/10/2018,103,34.228947,-118.528389,6
12/10/2018,104,34.221588,-118.57141,7
12/10/2018,105,34.185444,-118.623688,12
12/10/2018,106,34.219043,-118.627915,9
12/10/2018,107,34.257526,-118.573476,6
12/10/2018,108,34.127098,-118.406169,1
12/10/2018,109,34.130684,-118.492642,3
12/10/2018,112,33.740556,-118.278302,1
12/11/2018,1,34.075138,-118.218304,7
12/11/2018,2,34.049176,-118.213776,18
12/11/2018,3,34.058512,-118.252009,18
12/11/2018,4,34.050171,-118.236079,20
12/11/2018,5,33.955648,-118.403671,6
12/11/2018,6,34.077083,-118.286542,17
12/11/2018,7,34.242387,-118.45144,13
12/11/2018,8,34.276802,-118.558918,5
12/11/2018,9,34.041237,-118.247897,60
12/11/2018,10,34.03737,-118.264039,20
12/11/2018,11,34.055435,-118.273842,25
12/11/2018,12,34.110918,-118.190742,9
12/11/2018,13,34.047518,-118.289378,21
12/11/2018,14,34.012746,-118.25685,9
12/11/2018,15,34.026955,-118.283602,14
12/11/2018,16,34.066176,-118.180583,5
12/11/2018,17,34.025733,-118.230359,7
12/11/2018,19,34.058696,-118.478662,8
12/11/2018,20,34.077198,-118.265406,11
12/11/2018,21,33.996906,-118.254873,15
12/11/2018,24,34.264014,-118.337038,1
12/11/2018,25,34.031062,-118.207588,9
12/11/2018,26,34.038749,-118.309323,7
12/11/2018,27,34.095627,-118.330162,20
12/11/2018,28,34.281268,-118.569672,4
12/11/2018,29,34.061981,-118.315352,7
12/11/2018,33,33.981331,-118.273589,27
12/11/2018,34,34.021229,-118.325112,15
12/11/2018,35,34.100218,-118.287747,18
12/11/2018,36,33.753086,-118.293442,3
12/11/2018,37,34.059994,-118.449106,20
12/11/2018,38,33.781007,-118.261696,12
12/11/2018,39,34.179692,-118.45123,21
12/11/2018,40,33.746877,-118.261487,1
12/11/2018,41,34.096906,-118.353152,13
12/11/2018,42,34.139484,-118.210732,5
12/11/2018,43,34.023085,-118.405545,11
12/11/2018,44,34.096851,-118.230978,2
12/11/2018,46,34.004251,-118.286789,30
12/11/2018,48,33.729689,-118.290499,5
12/11/2018,50,34.115339,-118.244565,3
12/11/2018,51,33.940485,-118.39719,23
12/11/2018,52,34.08375,-118.308475,9
12/11/2018,55,34.124161,-118.219367,7
12/11/2018,56,34.107571,-118.263623,8
12/11/2018,57,33.968768,-118.291206,28
12/11/2018,58,34.0507,-118.383968,17
12/11/2018,59,34.036674,-118.444383,12
12/11/2018,60,34.167502,-118.378611,17
12/11/2018,61,34.069412,-118.347084,21
12/11/2018,62,34.00588,-118.428172,6
12/11/2018,63,33.991125,-118.458376,16
12/11/2018,64,33.938031,-118.274328,36
12/11/2018,65,33.946056,-118.24026,14
12/11/2018,66,33.989419,-118.311565,29
12/11/2018,67,33.974214,-118.428497,6
12/11/2018,68,34.041026,-118.349247,20
12/11/2018,69,34.044571,-118.5219,2
12/11/2018,70,34.24943,-118.536421,13
12/11/2018,71,34.080521,-118.435531,5
12/11/2018,72,34.193951,-118.588767,16
12/11/2018,73,34.20514,-118.536378,11
12/11/2018,74,34.258651,-118.301788,14
12/11/2018,75,34.272461,-118.466578,6
12/11/2018,76,34.126695,-118.345813,1
12/11/2018,77,34.236294,-118.366945,14
12/11/2018,78,34.144448,-118.405751,4
12/11/2018,79,33.868443,-118.290297,6
12/11/2018,81,34.213341,-118.44427,11
12/11/2018,82,34.102046,-118.315456,11
12/11/2018,83,34.161048,-118.500588,9
12/11/2018,84,34.172778,-118.591467,17
12/11/2018,85,33.795022,-118.300029,8
12/11/2018,86,34.150324,-118.370214,6
12/11/2018,87,34.254726,-118.50172,13
12/11/2018,88,34.163057,-118.466493,10
12/11/2018,89,34.199116,-118.396805,32
12/11/2018,90,34.214381,-118.48401,10
12/11/2018,91,34.309405,-118.447217,10
12/11/2018,92,34.044045,-118.420373,9
12/11/2018,93,34.17282,-118.548836,11
12/11/2018,94,34.017567,-118.345386,13
12/11/2018,95,33.94533,-118.381234,9
12/11/2018,96,34.247355,-118.603049,8
12/11/2018,97,34.125457,-118.374588,1
12/11/2018,98,34.270067,-118.417144,21
12/11/2018,100,34.192901,-118.510023,8
12/11/2018,101,33.721922,-118.310281,3
12/11/2018,102,34.17187,-118.421358,12
12/11/2018,103,34.228947,-118.528389,6
12/11/2018,104,34.221588,-118.57141,17
12/11/2018,105,34.185444,-118.623688,12
12/11/2018,106,34.219043,-118.627915,11
12/11/2018,107,34.257526,-118.573476,2
12/11/2018,109,34.130684,-118.492642,2
12/11/2018,112,33.740556,-118.278302,4
12/12/2018,1,34.075138,-118.218304,8
12/12/2018,2,34.049176,-118.213776,13
12/12/2018,3,34.058512,-118.252009,15
12/12/2018,4,34.050171,-118.236079,25
12/12/2018,5,33.955648,-118.403671,11
12/12/2018,6,34.077083,-118.286542,13
12/12/2018,7,34.242387,-118.45144,11
12/12/2018,8,34.276802,-118.558918,2
12/12/2018,9,34.041237,-118.247897,41
12/12/2018,10,34.03737,-118.264039,21
12/12/2018,11,34.055435,-118.273842,29
12/12/2018,12,34.110918,-118.190742,9
12/12/2018,13,34.047518,-118.289378,21
12/12/2018,14,34.012746,-118.25685,13
12/12/2018,15,34.026955,-118.283602,18
12/12/2018,16,34.066176,-118.180583,3
12/12/2018,17,34.025733,-118.230359,5
12/12/2018,18,34.289601,-118.501397,2
12/12/2018,19,34.058696,-118.478662,9
12/12/2018,20,34.077198,-118.265406,12
12/12/2018,21,33.996906,-118.254873,4
12/12/2018,23,34.042531,-118.55426,1
12/12/2018,25,34.031062,-118.207588,7
12/12/2018,26,34.038749,-118.309323,11
12/12/2018,27,34.095627,-118.330162,27
12/12/2018,28,34.281268,-118.569672,1
12/12/2018,29,34.061981,-118.315352,18
12/12/2018,33,33.981331,-118.273589,23
12/12/2018,34,34.021229,-118.325112,15
12/12/2018,35,34.100218,-118.287747,15
12/12/2018,36,33.753086,-118.293442,5
12/12/2018,37,34.059994,-118.449106,11
12/12/2018,38,33.781007,-118.261696,11
12/12/2018,39,34.179692,-118.45123,12
12/12/2018,40,33.746877,-118.261487,1
12/12/2018,41,34.096906,-118.353152,9
12/12/2018,42,34.139484,-118.210732,3
12/12/2018,43,34.023085,-118.405545,7
12/12/2018,44,34.096851,-118.230978,3
12/12/2018,46,34.004251,-118.286789,28
12/12/2018,47,34.085462,-118.186955,5
12/12/2018,48,33.729689,-118.290499,9
12/12/2018,50,34.115339,-118.244565,3
12/12/2018,51,33.940485,-118.39719,17
12/12/2018,52,34.08375,-118.308475,10
12/12/2018,55,34.124161,-118.219367,3
12/12/2018,56,34.107571,-118.263623,4
12/12/2018,57,33.968768,-118.291206,24
12/12/2018,58,34.0507,-118.383968,18
12/12/2018,59,34.036674,-118.444383,5
12/12/2018,60,34.167502,-118.378611,15
12/12/2018,61,34.069412,-118.347084,10
12/12/2018,62,34.00588,-118.428172,17
12/12/2018,63,33.991125,-118.458376,11
12/12/2018,64,33.938031,-118.274328,49
12/12/2018,65,33.946056,-118.24026,24
12/12/2018,66,33.989419,-118.311565,25
12/12/2018,67,33.974214,-118.428497,6
12/12/2018,68,34.041026,-118.349247,11
12/12/2018,69,34.044571,-118.5219,2
12/12/2018,70,34.24943,-118.536421,9
12/12/2018,71,34.080521,-118.435531,1
12/12/2018,72,34.193951,-118.588767,19
12/12/2018,73,34.20514,-118.536378,6
12/12/2018,74,34.258651,-118.301788,9
12/12/2018,75,34.272461,-118.466578,10
12/12/2018,76,34.126695,-118.345813,4
12/12/2018,77,34.236294,-118.366945,13
12/12/2018,78,34.144448,-118.405751,13
12/12/2018,79,33.868443,-118.290297,3
12/12/2018,81,34.213341,-118.44427,14
12/12/2018,82,34.102046,-118.315456,13
12/12/2018,83,34.161048,-118.500588,13
12/12/2018,84,34.172778,-118.591467,11
12/12/2018,85,33.795022,-118.300029,9
12/12/2018,86,34.150324,-118.370214,5
12/12/2018,87,34.254726,-118.50172,7
12/12/2018,88,34.163057,-118.466493,9
12/12/2018,89,34.199116,-118.396805,35
12/12/2018,90,34.214381,-118.48401,21
12/12/2018,91,34.309405,-118.447217,15
12/12/2018,92,34.044045,-118.420373,5
12/12/2018,93,34.17282,-118.548836,19
12/12/2018,94,34.017567,-118.345386,15
12/12/2018,95,33.94533,-118.381234,6
12/12/2018,96,34.247355,-118.603049,5
12/12/2018,97,34.125457,-118.374588,4
12/12/2018,98,34.270067,-118.417144,14
12/12/2018,100,34.192901,-118.510023,8
12/12/2018,101,33.721922,-118.310281,1
12/12/2018,102,34.17187,-118.421358,16
12/12/2018,103,34.228947,-118.528389,9
12/12/2018,104,34.221588,-118.57141,8
12/12/2018,105,34.185444,-118.623688,14
12/12/2018,106,34.219043,-118.627915,4
12/12/2018,107,34.257526,-118.573476,4
12/12/2018,108,34.127098,-118.406169,1
12/12/2018,109,34.130684,-118.492642,1
12/12/2018,112,33.740556,-118.278302,3
12/13/2018,1,34.075138,-118.218304,12
12/13/2018,2,34.049176,-118.213776,18
12/13/2018,3,34.058512,-118.252009,11
12/13/2018,4,34.050171,-118.236079,18
12/13/2018,5,33.955648,-118.403671,8
12/13/2018,6,34.077083,-118.286542,10
12/13/2018,7,34.242387,-118.45144,16
12/13/2018,8,34.276802,-118.558918,4
12/13/2018,9,34.041237,-118.247897,51
12/13/2018,10,34.03737,-118.264039,15
12/13/2018,11,34.055435,-118.273842,21
12/13/2018,12,34.110918,-118.190742,5
12/13/2018,13,34.047518,-118.289378,23
12/13/2018,14,34.012746,-118.25685,9
12/13/2018,15,34.026955,-118.283602,10
12/13/2018,16,34.066176,-118.180583,2
12/13/2018,17,34.025733,-118.230359,3
12/13/2018,18,34.289601,-118.501397,2
12/13/2018,19,34.058696,-118.478662,11
12/13/2018,20,34.077198,-118.265406,14
12/13/2018,21,33.996906,-118.254873,9
12/13/2018,23,34.042531,-118.55426,1
12/13/2018,24,34.264014,-118.337038,4
12/13/2018,25,34.031062,-118.207588,4
12/13/2018,26,34.038749,-118.309323,15
12/13/2018,27,34.095627,-118.330162,30
12/13/2018,28,34.281268,-118.569672,1
12/13/2018,29,34.061981,-118.315352,17
12/13/2018,33,33.981331,-118.273589,17
12/13/2018,34,34.021229,-118.325112,13
12/13/2018,35,34.100218,-118.287747,13
12/13/2018,36,33.753086,-118.293442,4
12/13/2018,37,34.059994,-118.449106,16
12/13/2018,38,33.781007,-118.261696,13
12/13/2018,39,34.179692,-118.45123,22
12/13/2018,41,34.096906,-118.353152,8
12/13/2018,42,34.139484,-118.210732,4
12/13/2018,43,34.023085,-118.405545,7
12/13/2018,44,34.096851,-118.230978,5
12/13/2018,46,34.004251,-118.286789,30
12/13/2018,47,34.085462,-118.186955,6
12/13/2018,48,33.729689,-118.290499,6
12/13/2018,50,34.115339,-118.244565,3
12/13/2018,51,33.940485,-118.39719,24
12/13/2018,52,34.08375,-118.308475,9
12/13/2018,55,34.124161,-118.219367,3
